sample_id,data_source,sample_type,ethnicity_reported,consensus_ancestry,ancestry_confidence,ethnicity_ancestry_concordance,PC1,PC2,PC3
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O21,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121042,-0.00764263,0.00513519
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3O,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119517,-0.00744673,0.00599521
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3P,GTEx,tissue,white,EUR,1.0,uncertain,-0.0123275,-0.00823595,0.00415695
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O3Q,GTEx,tissue,white,EUR,1.0,uncertain,-0.012255,-0.00720454,0.00684411
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13O61,GTEx,tissue,hispanic or latino,AMR,1.0,uncertain,0.00695927,0.00243963,0.000850588
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119968,-0.00842255,0.0046341
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVH,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122232,-0.00811561,0.00494214
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVI,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.043782,-0.0093375,0.00553378
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVJ,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116185,-0.0075752,0.00471551
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVK,GTEx,tissue,white,EUR,1.0,uncertain,-0.0114551,-0.00759089,0.00589001
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
GTEX-13OVL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0124,-0.00856373,0.00265869
